ticker,time,open,high,low,close,volume
C47,2024-02-01 02:15:00,6.6,6.64,6.6,6.64,14400
C47,2024-02-01 02:23:00,6.64,6.64,6.64,6.64,100
C47,2024-02-01 02:29:00,6.64,6.64,6.64,6.64,100
C47,2024-02-01 02:31:00,6.64,6.64,6.63,6.63,300
C47,2024-02-01 02:32:00,6.63,6.64,6.63,6.64,2100
C47,2024-02-01 02:33:00,6.64,6.74,6.64,6.74,1100
C47,2024-02-01 02:45:00,6.74,6.74,6.73,6.73,100
C47,2024-02-01 02:52:00,6.73,6.73,6.73,6.73,200
C47,2024-02-01 02:54:00,6.73,6.73,6.73,6.73,100
C47,2024-02-01 03:03:00,6.73,6.73,6.71,6.71,300
C47,2024-02-01 03:04:00,6.71,6.71,6.7,6.7,5300
C47,2024-02-01 03:06:00,6.7,6.7,6.7,6.7,500
C47,2024-02-01 03:14:00,6.7,6.7,6.7,6.7,2000
C47,2024-02-01 03:16:00,6.7,6.7,6.7,6.7,1900
C47,2024-02-01 03:21:00,6.7,6.7,6.7,6.7,500
C47,2024-02-01 03:23:00,6.7,6.74,6.7,6.74,5000
C47,2024-02-01 03:56:00,6.74,6.74,6.74,6.74,700
C47,2024-02-01 04:26:00,6.74,6.74,6.73,6.73,100
C47,2024-02-01 04:29:00,6.73,6.73,6.7,6.7,100
C47,2024-02-01 06:00:00,6.7,6.72,6.7,6.72,200
C47,2024-02-01 06:18:00,6.72,6.72,6.72,6.72,100
C47,2024-02-01 06:19:00,6.72,6.72,6.72,6.72,800
C47,2024-02-01 06:31:00,6.72,6.72,6.71,6.71,100
C47,2024-02-01 06:34:00,6.71,6.71,6.71,6.71,1100
C47,2024-02-01 07:00:00,6.71,6.72,6.71,6.72,100
C47,2024-02-01 07:02:00,6.72,6.72,6.71,6.71,600
C47,2024-02-01 07:07:00,6.71,6.71,6.7,6.7,1100
C47,2024-02-01 07:09:00,6.7,6.71,6.7,6.71,2000
C47,2024-02-01 07:10:00,6.71,6.71,6.71,6.71,1900
C47,2024-02-01 07:12:00,6.71,6.75,6.71,6.75,5300
C47,2024-02-01 07:13:00,6.75,6.75,6.75,6.75,2600
C47,2024-02-01 07:14:00,6.75,6.75,6.74,6.75,2500
C47,2024-02-01 07:21:00,6.75,6.75,6.74,6.74,1000
C47,2024-02-01 07:24:00,6.74,6.74,6.74,6.74,1000
C47,2024-02-01 07:25:00,6.74,6.74,6.74,6.74,100
C47,2024-02-01 07:26:00,6.74,6.74,6.73,6.73,400
C47,2024-02-01 07:45:00,6.73,6.73,6.73,6.73,1000
C47,2024-02-02 02:15:00,6.73,6.73,6.73,6.73,300
C47,2024-02-02 02:18:00,6.73,6.75,6.73,6.75,100
C47,2024-02-02 02:23:00,6.75,6.75,6.75,6.75,700
C47,2024-02-02 02:24:00,6.75,6.75,6.75,6.75,100
C47,2024-02-02 02:37:00,6.75,6.75,6.75,6.75,1000
C47,2024-02-02 02:38:00,6.75,6.75,6.75,6.75,100
C47,2024-02-02 02:44:00,6.75,6.75,6.74,6.74,100
C47,2024-02-02 02:50:00,6.74,6.79,6.74,6.79,4300
C47,2024-02-02 02:58:00,6.79,6.79,6.73,6.73,2500
C47,2024-02-02 03:01:00,6.73,6.73,6.73,6.73,5000
C47,2024-02-02 03:28:00,6.73,6.73,6.73,6.73,100
C47,2024-02-02 03:30:00,6.73,6.73,6.73,6.73,3000
C47,2024-02-02 03:50:00,6.73,6.73,6.73,6.73,2000
C47,2024-02-02 03:59:00,6.73,6.73,6.73,6.73,100
C47,2024-02-02 04:02:00,6.73,6.73,6.73,6.73,200
C47,2024-02-02 04:17:00,6.73,6.8,6.73,6.8,1600
C47,2024-02-02 04:19:00,6.8,6.8,6.78,6.78,400
C47,2024-02-02 06:00:00,6.78,6.8,6.78,6.8,200
