ticker,time,open,high,low,close,volume
MCM,2024-06-03 02:00:00,43.4959,43.58984,43.40196,43.4959,3400
MCM,2024-06-03 02:02:00,43.4959,43.4959,43.4959,43.4959,200
MCM,2024-06-03 02:03:00,43.58984,43.58984,43.58984,43.58984,900
MCM,2024-06-03 02:07:00,43.68379,43.68379,43.68379,43.68379,100
MCM,2024-06-03 02:17:00,43.68379,43.68379,43.68379,43.68379,200
MCM,2024-06-03 02:19:00,43.68379,43.68379,43.68379,43.68379,200
MCM,2024-06-03 02:21:00,43.68379,43.68379,43.68379,43.68379,1100
MCM,2024-06-03 02:24:00,43.68379,43.68379,43.68379,43.68379,1900
MCM,2024-06-03 02:30:00,43.68379,43.68379,43.68379,43.68379,400
MCM,2024-06-03 02:31:00,43.58984,43.58984,43.58984,43.58984,200
MCM,2024-06-03 02:32:00,43.58984,43.58984,43.58984,43.58984,2800
MCM,2024-06-03 02:34:00,43.58984,43.58984,43.58984,43.58984,500
MCM,2024-06-03 02:38:00,43.68379,43.68379,43.68379,43.68379,500
MCM,2024-06-03 02:42:00,43.58984,43.68379,43.58984,43.68379,2400
MCM,2024-06-03 02:43:00,43.58984,43.58984,43.58984,43.58984,2000
MCM,2024-06-03 02:48:00,43.58984,43.58984,43.58984,43.58984,900
MCM,2024-06-03 02:51:00,43.68379,43.68379,43.68379,43.68379,700
MCM,2024-06-03 02:52:00,43.68379,43.68379,43.68379,43.68379,2000
MCM,2024-06-03 02:53:00,43.58984,43.58984,43.58984,43.58984,1000
MCM,2024-06-03 02:56:00,43.58984,43.58984,43.58984,43.58984,1600
MCM,2024-06-03 02:57:00,43.58984,43.58984,43.58984,43.58984,100
MCM,2024-06-03 02:58:00,43.4959,43.4959,43.4959,43.4959,500
MCM,2024-06-03 03:00:00,43.4959,43.4959,43.4959,43.4959,100
MCM,2024-06-03 03:01:00,43.4959,43.4959,43.4959,43.4959,200
MCM,2024-06-03 03:03:00,43.58984,43.58984,43.58984,43.58984,500
MCM,2024-06-03 03:04:00,43.58984,43.68379,43.58984,43.68379,5100
MCM,2024-06-03 03:05:00,43.68379,43.68379,43.68379,43.68379,5000
MCM,2024-06-03 03:06:00,43.4959,43.4959,43.4959,43.4959,800
MCM,2024-06-03 03:07:00,43.4959,43.4959,43.4959,43.4959,2900
MCM,2024-06-03 03:08:00,43.4959,43.4959,43.4959,43.4959,100
MCM,2024-06-03 03:09:00,43.68379,43.68379,43.68379,43.68379,2600
MCM,2024-06-03 03:11:00,43.68379,43.68379,43.68379,43.68379,1000
MCM,2024-06-03 03:12:00,43.68379,43.77773,43.68379,43.77773,5400
MCM,2024-06-03 03:13:00,43.87167,43.87167,43.87167,43.87167,600
MCM,2024-06-03 03:16:00,43.87167,43.87167,43.87167,43.87167,1200
MCM,2024-06-03 03:17:00,43.77773,43.77773,43.77773,43.77773,300
MCM,2024-06-03 03:22:00,43.68379,43.68379,43.68379,43.68379,2100
MCM,2024-06-03 03:24:00,43.68379,43.68379,43.68379,43.68379,600
MCM,2024-06-03 03:25:00,43.68379,43.68379,43.68379,43.68379,600
MCM,2024-06-03 03:28:00,43.68379,43.68379,43.68379,43.68379,200
MCM,2024-06-03 03:29:00,43.58984,43.58984,43.58984,43.58984,400
MCM,2024-06-03 03:32:00,43.68379,43.68379,43.68379,43.68379,100
MCM,2024-06-03 03:33:00,43.68379,43.68379,43.68379,43.68379,200
MCM,2024-06-03 03:37:00,43.68379,43.68379,43.68379,43.68379,100
MCM,2024-06-03 03:43:00,43.77773,43.77773,43.77773,43.77773,1100
MCM,2024-06-03 03:44:00,43.77773,43.77773,43.77773,43.77773,2000
MCM,2024-06-03 03:49:00,43.77773,43.77773,43.77773,43.77773,2000
MCM,2024-06-03 03:50:00,43.87167,43.87167,43.87167,43.87167,2000
MCM,2024-06-03 03:51:00,43.87167,43.87167,43.87167,43.87167,1000
MCM,2024-06-03 04:04:00,43.87167,43.87167,43.87167,43.87167,200
MCM,2024-06-03 04:10:00,43.77773,43.77773,43.77773,43.77773,200
MCM,2024-06-03 04:22:00,43.77773,43.77773,43.77773,43.77773,1600
MCM,2024-06-03 04:26:00,43.77773,43.77773,43.77773,43.77773,100
MCM,2024-06-03 04:28:00,43.68379,43.68379,43.68379,43.68379,500
MCM,2024-06-03 04:29:00,43.58984,43.58984,43.58984,43.58984,1900
MCM,2024-06-03 06:00:00,43.58984,43.87167,43.58984,43.87167,12900
MCM,2024-06-03 06:01:00,43.96562,43.96562,43.96562,43.96562,15000
MCM,2024-06-03 06:02:00,43.87167,43.87167,43.87167,43.87167,100
MCM,2024-06-03 06:04:00,43.96562,43.96562,43.96562,43.96562,300
MCM,2024-06-03 06:05:00,43.96562,43.96562,43.87167,43.87167,800
