ticker,time,open,high,low,close,volume
VLC,2023-09-11 02:00:00,16.08,16.08,15.99,16.08,44800
VLC,2023-09-11 03:00:00,15.99,15.99,15.89,15.99,60500
VLC,2023-09-11 04:00:00,15.89,15.89,15.89,15.89,5800
VLC,2023-09-11 06:00:00,15.99,15.99,15.79,15.79,45600
VLC,2023-09-11 07:00:00,15.79,15.89,15.69,15.89,91700
VLC,2023-09-12 02:00:00,15.89,15.89,15.69,15.79,24000
VLC,2023-09-12 03:00:00,15.79,15.79,15.69,15.69,36400
VLC,2023-09-12 04:00:00,15.79,15.79,15.79,15.79,22700
VLC,2023-09-12 06:00:00,15.79,15.79,15.69,15.79,34300
VLC,2023-09-12 07:00:00,15.69,15.89,15.69,15.89,22500
VLC,2023-09-13 02:00:00,15.89,15.89,15.69,15.79,27700
VLC,2023-09-13 03:00:00,15.79,15.79,15.69,15.69,50400
VLC,2023-09-13 04:00:00,15.69,15.89,15.69,15.89,16100
VLC,2023-09-13 06:00:00,15.79,15.89,15.79,15.79,22300
VLC,2023-09-13 07:00:00,15.79,15.79,15.69,15.69,8200
VLC,2023-09-14 02:00:00,15.69,15.79,15.6,15.6,26100
VLC,2023-09-14 03:00:00,15.6,15.69,15.6,15.6,27600
VLC,2023-09-14 04:00:00,15.6,15.6,15.5,15.6,23000
VLC,2023-09-14 06:00:00,15.6,15.6,15.5,15.5,37100
VLC,2023-09-14 07:00:00,15.6,15.6,15.5,15.6,101300
VLC,2023-09-15 02:00:00,15.11,15.69,15.11,15.69,55000
VLC,2023-09-15 03:00:00,15.6,15.6,15.5,15.5,32800
VLC,2023-09-15 04:00:00,15.5,15.5,15.5,15.5,3600
VLC,2023-09-15 06:00:00,15.6,15.6,15.4,15.6,26700
VLC,2023-09-15 07:00:00,15.6,15.69,15.5,15.69,19100
VLC,2023-09-18 02:00:00,15.5,15.69,15.5,15.69,7500
VLC,2023-09-18 03:00:00,15.69,15.69,15.5,15.6,27600
VLC,2023-09-18 04:00:00,15.6,15.69,15.6,15.6,21200
