ticker,time,open,high,low,close,volume
DBC,2025-03-03 02:15:00,26.39236,26.39236,26.26192,26.34888,616300
DBC,2025-03-03 02:16:00,26.34888,26.47932,26.3054,26.43584,324800
DBC,2025-03-03 02:17:00,26.43584,26.5228,26.39236,26.47932,477800
DBC,2025-03-03 02:18:00,26.47932,26.47932,26.39236,26.39236,131300
DBC,2025-03-03 02:19:00,26.39236,26.43584,26.34888,26.39236,178600
DBC,2025-03-03 02:20:00,26.39236,26.39236,26.34888,26.39236,154000
DBC,2025-03-03 02:21:00,26.39236,26.39236,26.34888,26.39236,167100
DBC,2025-03-03 02:22:00,26.39236,26.43584,26.34888,26.39236,48300
DBC,2025-03-03 02:23:00,26.39236,26.47932,26.39236,26.47932,189100
DBC,2025-03-03 02:24:00,26.47932,26.5228,26.43584,26.5228,624500
DBC,2025-03-03 02:25:00,26.5228,26.65324,26.47932,26.65324,429600
DBC,2025-03-03 02:26:00,26.65324,26.91412,26.65324,26.91412,439000
DBC,2025-03-03 02:27:00,26.91412,27.08804,26.87064,27.04456,861100
DBC,2025-03-03 02:28:00,27.04456,27.13152,26.9576,27.04456,345500
DBC,2025-03-03 02:29:00,27.04456,27.08804,27.00108,27.04456,160000
DBC,2025-03-03 02:30:00,27.04456,27.04456,26.9576,27.04456,228500
DBC,2025-03-03 02:31:00,27.04456,27.04456,26.91412,26.91412,373500
DBC,2025-03-03 02:32:00,26.91412,26.9576,26.82716,26.82716,278500
DBC,2025-03-03 02:33:00,26.82716,26.87064,26.78368,26.87064,170600
DBC,2025-03-03 02:34:00,26.87064,26.87064,26.78368,26.87064,200100
DBC,2025-03-03 02:35:00,26.87064,26.87064,26.78368,26.82716,198700
DBC,2025-03-03 02:36:00,26.82716,26.82716,26.78368,26.78368,86800
DBC,2025-03-03 02:37:00,26.78368,26.82716,26.7402,26.78368,139200
DBC,2025-03-03 02:38:00,26.78368,26.78368,26.7402,26.7402,147100
DBC,2025-03-03 02:39:00,26.7402,26.78368,26.69672,26.7402,165900
DBC,2025-03-03 02:40:00,26.7402,26.78368,26.7402,26.7402,18500
DBC,2025-03-03 02:41:00,26.7402,26.78368,26.7402,26.78368,42900
