ticker,time,open,high,low,close,volume
SKG,2024-11-01 02:16:00,10.12,10.12,10.07,10.07,10800
SKG,2024-11-01 02:27:00,10.07,10.12,10.07,10.12,200
SKG,2024-11-01 02:28:00,10.12,10.12,10.12,10.12,500
SKG,2024-11-01 02:29:00,10.12,10.12,10.12,10.12,100
SKG,2024-11-01 02:30:00,10.12,10.12,10.12,10.12,300
SKG,2024-11-01 02:31:00,10.12,10.12,10.07,10.12,500
SKG,2024-11-01 02:39:00,10.12,10.12,10.12,10.12,100
SKG,2024-11-01 02:48:00,10.12,10.12,10.07,10.07,100
SKG,2024-11-01 02:51:00,10.07,10.07,10.07,10.07,1000
SKG,2024-11-01 02:54:00,10.07,10.07,10.07,10.07,1200
SKG,2024-11-01 03:02:00,10.07,10.12,10.07,10.12,5800
SKG,2024-11-01 03:08:00,10.12,10.12,10.07,10.07,200
SKG,2024-11-01 03:13:00,10.07,10.07,10.07,10.07,2200
SKG,2024-11-01 03:19:00,10.07,10.12,10.07,10.12,15100
SKG,2024-11-01 03:21:00,10.12,10.12,10.12,10.12,100
SKG,2024-11-01 03:24:00,10.12,10.12,10.12,10.12,200
SKG,2024-11-01 03:28:00,10.12,10.12,10.12,10.12,1800
SKG,2024-11-01 03:29:00,10.12,10.12,10.12,10.12,100
SKG,2024-11-01 03:32:00,10.12,10.12,10.12,10.12,2000
SKG,2024-11-01 03:34:00,10.12,10.12,10.12,10.12,1100
SKG,2024-11-01 03:35:00,10.12,10.12,10.12,10.12,100
SKG,2024-11-01 03:43:00,10.12,10.12,10.12,10.12,6000
SKG,2024-11-01 03:49:00,10.12,10.12,10.12,10.12,300
SKG,2024-11-01 03:52:00,10.12,10.12,10.12,10.12,100
SKG,2024-11-01 03:58:00,10.12,10.12,10.12,10.12,100
SKG,2024-11-01 03:59:00,10.12,10.12,10.12,10.12,300
SKG,2024-11-01 04:06:00,10.12,10.12,10.12,10.12,200
SKG,2024-11-01 04:12:00,10.12,10.12,10.12,10.12,200
SKG,2024-11-01 04:17:00,10.12,10.12,10.07,10.07,2000
SKG,2024-11-01 04:19:00,10.07,10.07,10.07,10.07,200
SKG,2024-11-01 06:12:00,10.07,10.07,10.07,10.07,500
SKG,2024-11-01 06:20:00,10.07,10.07,10.07,10.07,4200
SKG,2024-11-01 06:23:00,10.07,10.12,10.07,10.12,500
SKG,2024-11-01 06:38:00,10.12,10.12,10.12,10.12,1000
SKG,2024-11-01 06:41:00,10.12,10.12,10.12,10.12,300
SKG,2024-11-01 06:43:00,10.12,10.12,10.12,10.12,200
SKG,2024-11-01 06:51:00,10.12,10.12,10.07,10.07,400
SKG,2024-11-01 06:55:00,10.07,10.12,10.07,10.12,5900
SKG,2024-11-01 07:00:00,10.12,10.12,10.12,10.12,7000
SKG,2024-11-01 07:01:00,10.12,10.12,10.12,10.12,300
SKG,2024-11-01 07:06:00,10.12,10.12,10.12,10.12,100
SKG,2024-11-01 07:07:00,10.12,10.12,10.07,10.07,1000
SKG,2024-11-01 07:09:00,10.07,10.07,10.07,10.07,8300
SKG,2024-11-01 07:10:00,10.07,10.07,10.07,10.07,100
SKG,2024-11-01 07:11:00,10.07,10.07,10.07,10.07,1000
SKG,2024-11-01 07:12:00,10.07,10.07,10.07,10.07,500
SKG,2024-11-01 07:13:00,10.07,10.07,10.07,10.07,2100
SKG,2024-11-01 07:14:00,10.07,10.12,10.07,10.12,1300
SKG,2024-11-01 07:45:00,10.12,10.12,10.12,10.12,1800
SKG,2024-11-04 02:15:00,10.16,10.16,10.12,10.12,100
SKG,2024-11-04 02:19:00,10.12,10.12,10.12,10.12,500
SKG,2024-11-04 02:21:00,10.12,10.21,10.12,10.21,1400
SKG,2024-11-04 02:24:00,10.21,10.26,10.21,10.26,900
SKG,2024-11-04 02:27:00,10.26,10.26,10.12,10.12,2300
SKG,2024-11-04 02:29:00,10.12,10.12,10.12,10.12,300
SKG,2024-11-04 02:33:00,10.12,10.12,10.12,10.12,100
SKG,2024-11-04 02:41:00,10.12,10.12,10.12,10.12,4500
SKG,2024-11-04 02:47:00,10.12,10.12,10.12,10.12,400
SKG,2024-11-04 02:49:00,10.12,10.16,10.12,10.16,1000
SKG,2024-11-04 02:53:00,10.16,10.16,10.12,10.12,500
SKG,2024-11-04 02:54:00,10.12,10.12,10.12,10.12,1000
SKG,2024-11-04 02:55:00,10.12,10.12,10.12,10.12,10500
SKG,2024-11-04 03:11:00,10.12,10.12,10.12,10.12,100
SKG,2024-11-04 03:13:00,10.12,10.12,10.12,10.12,100
SKG,2024-11-04 03:17:00,10.12,10.12,10.12,10.12,100
SKG,2024-11-04 03:18:00,10.12,10.12,10.07,10.07,300
SKG,2024-11-04 03:22:00,10.07,10.07,10.07,10.07,10400
SKG,2024-11-04 04:01:00,10.07,10.07,10.07,10.07,100
SKG,2024-11-04 04:04:00,10.07,10.07,10.07,10.07,10000
SKG,2024-11-04 04:06:00,10.07,10.07,10.07,10.07,1400
SKG,2024-11-04 04:12:00,10.07,10.07,10.07,10.07,100
SKG,2024-11-04 04:13:00,10.07,10.07,10.07,10.07,100
SKG,2024-11-04 04:18:00,10.07,10.07,10.07,10.07,1000
SKG,2024-11-04 06:00:00,10.07,10.12,10.07,10.07,12000
SKG,2024-11-04 06:18:00,10.07,10.07,10.07,10.07,100
SKG,2024-11-04 06:20:00,10.07,10.07,10.07,10.07,200
SKG,2024-11-04 06:21:00,10.07,10.07,10.07,10.07,2000
SKG,2024-11-04 06:29:00,10.07,10.07,10.02,10.02,26800
SKG,2024-11-04 06:30:00,10.02,10.02,10.02,10.02,2500
SKG,2024-11-04 06:41:00,10.02,10.02,10.02,10.02,500
SKG,2024-11-04 06:47:00,10.02,10.07,10.02,10.07,800
SKG,2024-11-04 06:48:00,10.07,10.07,10.07,10.07,100
SKG,2024-11-04 06:52:00,10.07,10.07,10.07,10.07,100
SKG,2024-11-04 06:58:00,10.07,10.07,10.07,10.07,100
SKG,2024-11-04 07:02:00,10.07,10.07,10.07,10.07,1000
SKG,2024-11-04 07:03:00,10.07,10.07,10.07,10.07,1400
SKG,2024-11-04 07:05:00,10.07,10.07,10.07,10.07,100
SKG,2024-11-04 07:10:00,10.07,10.07,10.07,10.07,1000
SKG,2024-11-04 07:12:00,10.07,10.07,10.07,10.07,200
SKG,2024-11-04 07:13:00,10.07,10.07,10.07,10.07,1000
SKG,2024-11-04 07:15:00,10.07,10.07,10.07,10.07,800
SKG,2024-11-04 07:16:00,10.07,10.07,10.07,10.07,1500
SKG,2024-11-04 07:20:00,10.07,10.07,10.07,10.07,200
SKG,2024-11-04 07:21:00,10.07,10.07,10.07,10.07,900
SKG,2024-11-04 07:23:00,10.07,10.07,10.07,10.07,100
SKG,2024-11-04 07:28:00,10.07,10.07,10.02,10.02,6400
SKG,2024-11-04 07:29:00,10.02,10.02,10.02,10.02,10000
SKG,2024-11-04 07:45:00,10.02,10.02,10.02,10.02,6300
SKG,2024-11-05 02:17:00,10.07,10.07,10.07,10.07,1400
SKG,2024-11-05 02:30:00,10.07,10.07,10.07,10.07,3000
SKG,2024-11-05 02:32:00,10.07,10.12,10.07,10.12,1000
SKG,2024-11-05 02:36:00,10.12,10.12,10.07,10.07,200
SKG,2024-11-05 02:38:00,10.07,10.07,10.07,10.07,800
SKG,2024-11-05 02:48:00,10.07,10.07,10.07,10.07,1300
SKG,2024-11-05 02:54:00,10.07,10.07,10.07,10.07,2200
SKG,2024-11-05 02:59:00,10.07,10.07,10.07,10.07,400
